Filer ID,Name,Office,Subdivision,Municipality,District,County
C50076,DINO FUDOLI,County Legislator,County,Erie,5,Erie County
C84697,DION JAMAR WATKINS,Mayor,City,Lackawanna,N/A,Erie County
C21903,DIRK D. RABENOLD,Supervisor,Town,Amherst,N/A,Erie County
C23823,"DOMINIC J. BONIFACIO, JR.",Common Council,County,Erie,N/A,Erie County
C62575,DOMINIC M. CALANDRA,Highway Superintendent,Town,Evans,N/A,Erie County
C71235,DONALD E. DARROW,Town Council,Town,Marilla,N/A,Erie County
C34069,DONALD E. PRZYBYL,Councilman,Town,Elma,N/A,Erie County
C35762,DONNA G. STEMPNIAK,Councilman,Town,Lancaster,N/A,Erie County
C09271,DOREEN FRIEDRICH,Town Council,Town,Cheektowaga,N/A,Erie County
C11387,DORETHEA FRANKLIN,Common Council,City,Buffalo,N/A,Erie County
C11386,DORETHEA FRANKLIN FOR UNIVERSITY DISTRICT,Common Council,City,Buffalo,N/A,Erie County
C22605,DOROTHY BYCINA,Clerk,Town,Alden,N/A,Erie County
C25467,DOUGLAS W. MARKY,County Court Judge,County,Erie,N/A,Erie County
C07177,DUNCAN ELLIOTT KIRKWODD,County Legislator,County,Erie,2,Erie County
C35483,DWIGHT D. KRIEGER,Town Supervisor,County,Erie,N/A,Erie County
C38021,E. JEANNETTE OGDEN,Family Court Judge,County,Erie,8,Erie County
C34421,EARL A. GINGERICH JR.,Supervisor,Town,Marilla,N/A,Erie County
C83646,EAST BUFFALO ASSOCIATES,N/A,City,Buffalo,N/A,Erie County
C23411,ECRC CHAIRMAN'S CLUB,N/A,County,Erie,N/A,Erie County
C22499,EDEN REPUBLICAN COMMITTEE,N/A,Town,Eden,N/A,Erie County
C29564,EDWARD  RATH,County Legislator,County,Erie,6,Erie County
C46958,EDWARD A. PACE,Town Justice,Town,Orchard Park,N/A,Erie County
C86811,EDWARD EARL KEY,City Court Judge,City,Buffalo,N/A,Erie County
C33292,EDWARD J. GRABER JR,Town Council,Town,Orchard Park,N/A,Erie County
C01770,EDWARD J. MICHALSKI,Highway Superintendent,Town,Evans,N/A,Erie County
C08826,EDWARD M. SHANAHAN,Town Supervisor,Town,Orchard Park,N/A,Erie County
C02377,EDWARD S CASEY JR.,Highway Superintendent,Town,Hamburg,N/A,Erie County
C47958,EDWARD S. CASEY JR.,Town Council,Town,Hamburg,N/A,Erie County
C22283,ELECT AMHERST REPUBLICANS,N/A,Town,Amherst,N/A,Erie County
C21420,ELECT DIRK RABENOLD,Supervisor,Town,Amherst,N/A,Erie County
C35471,ELECT DWIGHT KRIEGER,Town Supervisor,County,Erie,N/A,Erie County
C07697,ELECT NEW CONCORD,N/A,Town,Concord,N/A,Erie County
C01549,ELIAS A. FARAH,County Legislator,County,Erie,7,Erie County
C71275,ELIZABETH ACKERMAN,Town Council,County,Erie,N/A,Erie County
C31142,ELMA DEMOCRATIC COMMITTEE,N/A,County,Erie,N/A,Erie County
C21790,ELMA REPUBLICAN TOWN COMMITTEE,N/A,Town,Elma,N/A,Erie County
C33033,EMILIA RODRIGUEZ,City Court Judge,City,Buffalo,N/A,Erie County
C10096,EMILY HAWKINS,Town Clerk,Town,Eden,N/A,Erie County
C22599,ENDORSED ALDEN REPUBLICAN COMMITTEE,N/A,County,Erie,N/A,Erie County
C51240,ENDORSED CHEEKTOWAGA DEMOCRATS,N/A,Town,Cheektowaga,N/A,Erie County
C85153,ENDORSED CHEEKTOWAGA TEAM,N/A,Town,Cheektowaga,N/A,Erie County
C05074,ERIC JONES,County Executive,County,Erie,N/A,Erie County
C34375,ERIC M. JONES,Common Council,County,Erie,N/A,Erie County
C07414,ERIC MICHAEL SOEHNLEIN,Town Justice,Town,Grand Island,N/A,Erie County
C21522,ERIE COUNTY CONSERVATIVE PARTY,N/A,County,Erie,N/A,Erie County
C21125,ERIE COUNTY DEMOCRATIC COMMITTEE,N/A,County,Erie,N/A,Erie County
C21124,ERIE COUNTY DEMOCRATIC COMMITTEE-HOUSEKEEPING,N/A,County,Erie,N/A,Erie County
C02965,ERIE COUNTY DEMOCRATIC TOWN CHAIRS ASSOC,N/A,County,Erie,N/A,Erie County
C87996,ERIE COUNTY FEDERATION OF REPUBLICAN WOMEN,N/A,County,Erie,N/A,Erie County
C49883,ERIE COUNTY INDEPENDENCE PARTY,N/A,County,Erie,N/A,Erie County
C87630,ERIE COUNTY INDEPENDENCE PARTY COMMITTEE,N/A,County,Erie,N/A,Erie County
C39236,ERIE COUNTY LEGISLATURE DEMOCRATIC CAMPAIGN,N/A,County,Erie,N/A,Erie County
C21524,ERIE COUNTY REPUBLICAN COMMITTEE-FINANCE,N/A,County,Erie,N/A,Erie County
C21621,ERIE COUNTY REPUBLICAN COMMITTEE-HOUSEKEEPING,N/A,County,Erie,N/A,Erie County
C02938,ERIE COUNTY REPUBLICAN HISPANIC COALITION,N/A,County,Erie,N/A,Erie County
C79375,ERIE COUNTY REPUBLICAN LEGISLATURE CAMPAIGN COMMITTEE,N/A,County,Erie,N/A,Erie County
C07086,ERIN KRISTINA BAKER,Town Board,Town,Amherst,N/A,Erie County
C53057,ERNEST J. JEWETT,Councilman,Village,Blasdell,N/A,Erie County
C35333,ERNEST J. NORMAN,County Legislator,County,Erie,11,Erie County
C11517,ESKEW FOR ERIE,County Legislator,County,Erie,11,Erie County
C85640,EUGENE P. HART,Town Council,Town,West Seneca,N/A,Erie County
C11486,EUGENE P. HART,Town Supervisor,Town,West Seneca,N/A,Erie County
C84475,EVANS CONSERVATIVE COMMITTEE,N/A,Town,Evans,N/A,Erie County
C23645,EVANS DEMOCRATIC CLUB,N/A,Town,Evans,N/A,Erie County
C86404,EVANS GAJDOSZ,Councilman,Town,Evans,N/A,Erie County
C35611,EVANS REALITY PARTY,Councilman,Town,Evans,N/A,Erie County
C85205,EVANS REPUBLICAN TOWN COMMITTEE,N/A,Town,Evans,N/A,Erie County
C04880,FANNY EFFIE MEYER,Town Clerk,Town,Amherst,N/A,Erie County
C57436,FELECIA E. MEYERS,Councilman,Town,Sardinia,N/A,Erie County
C04945,FEROLETO FOR COUNCIL,Common Council,City,Buffalo,N/A,Erie County
C09212,FIRE HOWARD,N/A,County,Erie,N/A,Erie County
C87221,FISHER FOR SOUTH DISTRICT COUNCIL (FFSDC),City Council,City,Buffalo,N/A,Erie County
C84113,FISHKIN FOR OUR FUTURE,Comptroller,City,Buffalo,N/A,Erie County
C05597,FLAHERTY FOR DA (DISTRICT ATTORNEY),District Attorney,County,Erie,N/A,Erie County
C03850,FRANCINA J. SPOTH,Councilman,Town,Amherst,N/A,Erie County
C10149,FRANCINA J. SPOTH,Clerk,Town,Amherst,N/A,Erie County
C31395,FRANCINA JOLENE SPOTH,County Legislator,County,Erie,15,Erie County
C36976,FRANCIS J. KULCZYK,Councilman,County,Erie,3,Erie County
C32706,FRANCIS J. PORDUM,Supervisor,Town,Evans,N/A,Erie County
C38047,"FRANK A. SEDITA, III",District Attorney,County,Erie,N/A,Erie County
C10813,FRANK J TODARO,County Legislator,County,Erie,8,Erie County
C24510,FRANK J. CLARK,District Attorney,County,Erie,N/A,Erie County
C83834,FRANK J. LONGO,Town Justice,Town,Tonawanda,N/A,Erie County
C05596,FRANK M. BOGULSKI,Town Justice,Town,Hamburg,N/A,Erie County
C23647,FRANK MAIORANA,Town Council,Town,Evans,N/A,Erie County
C88195,FRANK MAX JR.,Chairperson,County,Erie,N/A,Erie County
C42896,"FREDERICK J. PIASECKI, JR.",Highway Superintendent,Town,Orchard Park,N/A,Erie County
C03504,FREEDMAN FOR FAMILIES,Family Court Judge,County,Erie,N/A,Erie County
C25826,FRIENDS & FAMILY OF KEITH DASH ELECTION COMMITTEE,Councilman,Village,Angola,N/A,Erie County
C10482,FRIENDS & FAMILY OF MARGARET M. BREZOWSKI (F&FOMB),Town Clerk,Town,Cheektowaga,N/A,Erie County
C07176,FRIENDS AND FAMILY TO ELECT DUNCAN KIRKWOOD,County Legislator,County,Erie,2,Erie County
C11270,FRIENDS FOR BARBARA MILLER-WILLIAMS,Comptroller,City,Buffalo,N/A,Erie County
C09492,FRIENDS FOR BUMBALO FOR TOWN JUDGE,Town Justice,Town,Lancaster,N/A,Erie County
C02819,FRIENDS FOR CHARLES SNYDER,Councilman,Town,Aurora,N/A,Erie County
C09557,FRIENDS FOR DIANE TERRANOVA,Town Clerk,Town,Lancaster,N/A,Erie County
C07413,FRIENDS FOR ERIC SOEHNLEIN,Town Justice,Town,Grand Island,N/A,Erie County
C03704,FRIENDS FOR GEOFF,Mayor,City,Lackawanna,N/A,Erie County
C84591,FRIENDS FOR JACKIE FELSER,Town Clerk,Town,West Seneca,N/A,Erie County
C00973,FRIENDS FOR RICK DAVIS,Mayor,City,Tonawanda,N/A,Erie County
C52058,FRIENDS FOR RICK DAVIS,Mayor,County,Erie,N/A,Erie County
C84505,FRIENDS FOR TIM ELLING,Town Council,Town,West Seneca,N/A,Erie County
C08022,FRIENDS OF ADAM KELLER,Town Council,Town,Clarence,N/A,Erie County
C85003,FRIENDS OF ADAMCZYK,City Council,City,Buffalo,N/A,Erie County
C33356,FRIENDS OF ALAN J. BEDENKO,County Legislator,County,Erie,4,Erie County
C50435,FRIENDS OF ALBERT W. PETKO,Highway Superintendent,Town,West Seneca,N/A,Erie County
C47495,FRIENDS OF ALICE KRYZAN,Supervisor,Town,Amherst,N/A,Erie County
C34572,FRIENDS OF ALICE MAGIERSKI,Town Clerk,Town,Cheektowaga,N/A,Erie County
C32759,FRIENDS OF ALLAN KASPRZAK,Village Trustee,Village,East Aurora,N/A,Erie County
C02757,FRIENDS OF AMBER SMALL,County Legislator,County,Erie,3,Erie County
C48588,FRIENDS OF AMY CARROLL ZIEGLER,Town Council,Town,Hamburg,N/A,Erie County
C10445,FRIENDS OF AMY KOBLER,Town Clerk,Town,West Seneca,N/A,Erie County
C06667,FRIENDS OF ANDREW C. LOTEMPIO,City Court Judge,City,Buffalo,N/A,Erie County
C24769,FRIENDS OF ANDREW SANFILIPPO,Comptroller,City,Buffalo,N/A,Erie County
C09708,FRIENDS OF ANGELA MARINUCCI,County Clerk,County,Erie,N/A,Erie County
C86770,FRIENDS OF ANGELA WOZNIAK,Town Council,Town,Cheektowaga,N/A,Erie County
C87542,FRIENDS OF ANNETTE IAFALLO,Mayor,City,Lackawanna,2,Erie County
C33249,FRIENDS OF ANTHONY CARUANA,Supervisor,Town,Tonawanda,N/A,Erie County
C04112,FRIENDS OF ANTHONY DIFILIPPO IV,Town Justice,Town,Aurora,N/A,Erie County
C00967,FRIENDS OF ANTHONY J. CERVI,Town Justice,Town,Lancaster,N/A,Erie County
C22101,FRIENDS OF ANTHONY MASIELLO,Mayor,City,Buffalo,N/A,Erie County
C24426,FRIENDS OF ANTOINE THOMPSON,Councilman,County,Erie,N/A,Erie County
C33981,FRIENDS OF BARBARA MILLER-WILLIAMS,County Legislator,County,Erie,3,Erie County
C88393,FRIENDS OF BARBARA NUCHERENO,Town Justice,Town,Amherst,N/A,Erie County
C00310,FRIENDS OF BERNIE TOLBERT,Mayor,City,Buffalo,N/A,Erie County
C00339,FRIENDS OF BERT DUNN FOR SHERIFF,Sheriff,County,Erie,N/A,Erie County
C08240,FRIENDS OF BETH FARRELL,Town Council,Town,Hamburg,N/A,Erie County
C10591,FRIENDS OF BILL BAUER,Councilman,Town,West Seneca,N/A,Erie County
C01188,FRIENDS OF BILL CONRAD,Town Board,Town,Tonawanda,N/A,Erie County
C11503,FRIENDS OF BILL FREEMAN,County Legislator,County,Erie,6,Erie County
C01015,FRIENDS OF BILL HANLEY,Councilman,Town,West Seneca,N/A,Erie County
C08518,FRIENDS OF BILL KINDEL,Town Board,Town,Amherst,N/A,Erie County
C22568,FRIENDS OF BILL KINDEL,Town Supervisor,Town,Amherst,N/A,Erie County
C21709,FRIENDS OF BILL O'LOUGHLIN,Clerk,County,Erie,N/A,Erie County
C57584,FRIENDS OF BILL POOLE,Councilman,City,Tonawanda,4,Erie County
C21584,FRIENDS OF BILL REUTER,Councilman,Town,Aurora,N/A,Erie County
C21650,FRIENDS OF BOB ANDERSON,County Legislator,County,Erie,5,Erie County
C32727,FRIENDS OF BOB FOLADARE,Town Council,Town,Amherst,N/A,Erie County
C26581,FRIENDS OF BOB KAISER,Councilman,Town,Sardinia,N/A,Erie County
C11487,FRIENDS OF BOB LEARY,Town Council,Town,Lancaster,N/A,Erie County
C19653,FRIENDS OF BOB REYNOLDS,Legislator,County,Erie,12,Erie County
C23648,FRIENDS OF BONIFACIO,Common Council,County,Erie,N/A,Erie County
C23822,FRIENDS OF BONIFACIO,Common Council,County,Erie,N/A,Erie County
C23466,FRIENDS OF BOVE,Supervisor,Town,West Seneca,N/A,Erie County
C41737,FRIENDS OF BRAD ROWLES,Highway Superintendent,County,Erie,N/A,Erie County
C11223,FRIENDS OF BRIAN ADAMS,Highway Superintendent,Town,West Seneca,N/A,Erie County
C04686,FRIENDS OF BRIAN BERGUM,Councilman,Town,Evans,N/A,Erie County
C33234,FRIENDS OF BRIAN GRASSIA,Council President,City,Tonawanda,N/A,Erie County
C21467,FRIENDS OF BRIAN KRAUSS,County Legislator,City,Buffalo,11,Erie County
C06893,FRIENDS OF BRIAN KULPA,Town Supervisor,Town,Amherst,N/A,Erie County
C06882,FRIENDS OF BRIAN NOWAK,Councilman at Large,Town,Cheektowaga,N/A,Erie County
C07887,FRIENDS OF CAROL S. PRZYBYLAK,Town Council,Town,Cheektowaga,N/A,Erie County
C21609,FRIENDS OF CATHY RYBCZYNSKI,Clerk,Town,Hamburg,N/A,Erie County
C07863,FRIENDS OF CELIA SPACONE,Town Council,Town,Grand Island,N/A,Erie County
C05030,FRIENDS OF CHARLES KOWALSKI,City Council,City,Lackawanna,4,Erie County
C71375,FRIENDS OF CHARLIE C. MARKEL,Town Council,Town,Cheektowaga,N/A,Erie County
C19923,FRIENDS OF CHARLIE FIERAMUSCA,Sheriff,County,Erie,N/A,Erie County
C33905,FRIENDS OF CHARLIE MARKEL,Town Council,Town,Cheektowaga,N/A,Erie County
C04745,FRIENDS OF CHAUNCEY W. STEWART,Councilman,Town,Cheektowaga,N/A,Erie County
C35595,FRIENDS OF CHERYL A. KNOX-WHITEHEAD,County Legislator,County,Erie,15,Erie County
C01280,FRIENDS OF CHERYL POTTER-JUDA,Town Council,Town,Hamburg,N/A,Erie County
C08382,FRIENDS OF CHERYL POTTER-JUDA,Town Council,Town,Hamburg,N/A,Erie County
C87409,FRIENDS OF CHRIS ARONICA,Councilman,County,Erie,N/A,Erie County
C00582,FRIENDS OF CHRIS DUQUIN,Trustee,Village,Williamsville,N/A,Erie County
C04311,FRIENDS OF CHRIS GREENE,Town Council,Town,Clarence,N/A,Erie County
C85461,FRIENDS OF CHRIS JACOBS,County Clerk,County,Erie,N/A,Erie County
C35621,FRIENDS OF CHRIS OSMANSKI,Councilman,Town,West Seneca,N/A,Erie County
C03462,FRIENDS OF CHRISTINE ADAMCZYK,Town Council,Town,Cheektowaga,N/A,Erie County
C87477,FRIENDS OF CHRISTOPHER P SCANLON,Common Council,City,Buffalo,N/A,Erie County
C24754,FRIENDS OF CHUCK JAWORSKI,Councilman,City,Lackawanna,N/A,Erie County
C10559,FRIENDS OF CINDI MCEACHON,County Legislator,County,Erie,3,Erie County
C21675,FRIENDS OF CINDY LOCKLEAR,County Legislator,County,Erie,9,Erie County
C83918,FRIENDS OF CLIFF BERGFELD,County Clerk,County,Erie,N/A,Erie County
C01402,FRIENDS OF COLLEEN M. SIENER,Town Clerk,Town,Aurora,N/A,Erie County
C20572,FRIENDS OF CRAIG HICKS,Councilman,Town,West Seneca,N/A,Erie County
C31138,FRIENDS OF DALE CLARKE,Councilman,Town,West Seneca,N/A,Erie County
C04717,FRIENDS OF DAMON PIATEK,Councilman,Town,Tonawanda,N/A,Erie County
C35696,FRIENDS OF DAN AMATURA,Town Council,Town,Lancaster,N/A,Erie County
C83789,FRIENDS OF DAN CAVARELLO,Town Justice,Town,Tonawanda,N/A,Erie County
C04169,FRIENDS OF DAN HAWRYLCZAK,County Legislator,County,Erie,9,Erie County
C24871,FRIENDS OF DAN KOZUB,County Legislator,County,Erie,1,Erie County
C20479,FRIENDS OF DAN WARD,Town Board,Town,Amherst,N/A,Erie County
C63675,FRIENDS OF DAN WARD,Town Council,Town,Amherst,N/A,Erie County
C00562,FRIENDS OF DANI BOND,Highway Superintendent,Town,Wales,N/A,Erie County
C07693,FRIENDS OF DANIEL DREXELIUS,Highway Superintendent,Town,Grand Island,N/A,Erie County
C04664,FRIENDS OF DANIEL GRASSO,Town Justice,Town,Hamburg,N/A,Erie County
C33245,FRIENDS OF DANIEL J. CRANGLE,Councilman,Town,Tonawanda,N/A,Erie County
C82913,FRIENDS OF DARIUS G. PRIDGEN,Common Council,Town,Ellicott,N/A,Erie County
C04344,FRIENDS OF DAVE HOWARD,Councilman,Village,Filmore,N/A,Erie County
C04933,FRIENDS OF DAVE MONOLOPOLUS,Councilman,Town,West Seneca,N/A,Erie County
C10459,FRIENDS OF DAVE STEVENS,Town Justice,Town,Cheektowaga,N/A,Erie County
C21948,FRIENDS OF DAVE SWARTS,Clerk,Town,Elma,N/A,Erie County
C32272,FRIENDS OF DAVID A. RIVERA,Councilman,City,Buffalo,N/A,Erie County
C10772,FRIENDS OF DAVID AMOIA,County Legislator,County,Erie,3,Erie County
C47410,FRIENDS OF DAVID BELLISSIMO,Town Council,Town,Hamburg,N/A,Erie County
C38037,FRIENDS OF DAVID C. DONOHUE,Town Justice,Town,Clarence,N/A,Erie County
C29621,FRIENDS OF DAVID DIPIETRO,N/A,Village,East Aurora,N/A,Erie County
C24758,FRIENDS OF DAVID FRANCZYK,Common Council,City,Buffalo,N/A,Erie County
C38003,FRIENDS OF DAVID GUNNER,Highway Superintendent,Town,Aurora,N/A,Erie County
C56276,FRIENDS OF DAVID KACZOR,Councilman,County,Erie,N/A,Erie County
C01966,FRIENDS OF DAVID MAJKA,Town Council,Town,Aurora,N/A,Erie County
C22436,FRIENDS OF DAVID SHENK,Comptroller,County,Erie,N/A,Erie County
C05395,FRIENDS OF DAWN GACZEWSKI,Town Council,Town,Lancaster,N/A,Erie County
C10549,FRIENDS OF DE-JON HALL,City Council,City,Buffalo,N/A,Erie County
C11688,FRIENDS OF DEAN MORETTI,City Council,City,Lackawanna,3,Erie County
C84684,FRIENDS OF DEAN PULEO,Town Justice,Town,Elma,N/A,Erie County
C24912,FRIENDS OF DEBORAH  YEOMANS,Town Council,Town,Orchard Park,N/A,Erie County
C34545,FRIENDS OF DEBORAH KUBIAK,County Legislator,County,Erie,8,Erie County
C05962,FRIENDS OF DENNIS A. SMITH JR.,Councilman,Town,Cheektowaga,N/A,Erie County
C08144,FRIENDS OF DENNIS GAUGHAN,Supervisor,Town,Hamburg,N/A,Erie County
C48595,FRIENDS OF DENNIS GAUGHAN,Supervisor,Town,Hamburg,N/A,Erie County
C02662,FRIENDS OF DENNIS GORSKI,Town Justice,County,Erie,N/A,Erie County
C33826,FRIENDS OF DIANE,Town Supervisor,Town,Cheektowaga,N/A,Erie County
C38035,FRIENDS OF DIANE LAVALLEE,District Attorney,County,Erie,N/A,Erie County
C87963,FRIENDS OF DIANE M. KOZAK,City Council,City,Lackawanna,2,Erie County
C71775,FRIENDS OF DIANE TERRANOVA,Legislator,County,Erie,5,Erie County
C04624,FRIENDS OF DIANE TERRANOVA,Town Clerk,Town,Lancaster,N/A,Erie County
C00159,FRIENDS OF DICK DOBSON,Sheriff,County,Erie,N/A,Erie County
C31372,FRIENDS OF DICK SMITH,Town Council,Town,Hamburg,N/A,Erie County
C50075,FRIENDS OF DINO FUDOLI,County Legislator,County,Erie,5,Erie County
C84696,FRIENDS OF DION J. WATKINS,Mayor,City,Lackawanna,N/A,Erie County
C62555,FRIENDS OF DOMINIC CALANDRA,Highway Superintendent,Town,Evans,N/A,Erie County
C34068,FRIENDS OF DON PRZYBYL,Town Supervisor,Town,Elma,N/A,Erie County
C35761,FRIENDS OF DONNA STEMPNIAK,Councilman,Town,Lancaster,N/A,Erie County
C22210,FRIENDS OF DR. BARRY WEINSTEIN,Town Board,Town,Amherst,N/A,Erie County
C23023,FRIENDS OF DR. DEBORAH BRUCH BUCKI,Town Council,Town,Amherst,N/A,Erie County
C06798,FRIENDS OF EAGAN,County Court Judge,County,Erie,N/A,Erie County
C33291,FRIENDS OF ED GRABER,Town Council,Town,Orchard Park,N/A,Erie County
C01769,FRIENDS OF ED MICHALSKI,Highway Superintendent,Town,Evans,N/A,Erie County
C29563,FRIENDS OF ED RATH,County Legislator,County,Erie,6,Erie County
C01548,FRIENDS OF ELIAS FARAH,County Legislator,County,Erie,7,Erie County
C21517,FRIENDS OF ELISE CUSACK,N/A,County,Erie,N/A,Erie County
C34372,FRIENDS OF ERIC JONES,County Executive,County,Erie,N/A,Erie County
C07085,FRIENDS OF ERIN BAKER,Town Board,Town,Amherst,N/A,Erie County
C53056,FRIENDS OF ERNIE JEWETT,Councilman,Village,Blasdell,N/A,Erie County
C35332,FRIENDS OF ERNIE NORMAN,County Legislator,County,Erie,11,Erie County
C04879,FRIENDS OF FANNY EFFIE MEYER,Town Clerk,Town,Amherst,N/A,Erie County
C86350,FRIENDS OF FELDMANN,Town Board,Town,Evans,N/A,Erie County
C25042,FRIENDS OF FINNEGAN,Highway Superintendent,County,Erie,N/A,Erie County
C32705,FRIENDS OF FRAN PORDUM,Supervisor,Town,Evans,N/A,Erie County
C48715,FRIENDS OF FRAN SPOTH,County Legislator,County,Erie,15,Erie County
C31394,FRIENDS OF FRAN SPOTH,County Legislator,County,Erie,15,Erie County
C03849,FRIENDS OF FRAN SPOTH,Clerk,Town,Amherst,N/A,Erie County
C05595,FRIENDS OF FRANK BOGULSKI,Town Justice,Town,Hamburg,N/A,Erie County
C24509,FRIENDS OF FRANK CLARK,District Attorney,County,Erie,N/A,Erie County
C88194,FRIENDS OF FRANK MAX,Chairperson,County,Erie,N/A,Erie County
C38046,FRIENDS OF FRANK SEDITA,District Attorney,County,Erie,N/A,Erie County
C84360,FRIENDS OF FRAWLEY,Supervisor,Town,Evans,N/A,Erie County
C42895,FRIENDS OF FRED PIASECKI,Highway Superintendent,Town,Orchard Park,N/A,Erie County
C33300,FRIENDS OF FRENTZEL,Town Clerk,Town,Grand Island,N/A,Erie County
C21807,FRIENDS OF FRENTZEL,Clerk,County,Erie,N/A,Erie County
C10298,FRIENDS OF GARY DICKSON,Supervisor,Town,West Seneca,N/A,Erie County
C22420,FRIENDS OF GARY ROESCH,Town Council,Town,Grand Island,N/A,Erie County
C85639,FRIENDS OF GENE HART,Town Supervisor,Town,West Seneca,N/A,Erie County
C46799,FRIENDS OF GENE MAJCHRZAK,Town Council,Town,Orchard Park,N/A,Erie County
C84252,FRIENDS OF GEOFF,Mayor,City,Lackawanna,N/A,Erie County
C22638,"FRIENDS OF GEORGE A. HOLT, JR.",Legislator,County,Erie,3,Erie County
C10541,FRIENDS OF GERHARDT YASKOW,Councilman,City,Buffalo,N/A,Erie County
C01128,FRIENDS OF GIGI GRIZANTI,Town Council,Town,Tonawanda,N/A,Erie County
C34983,FRIENDS OF GREG SZEMATOWICZ,Councilman,Town,Aurora,N/A,Erie County
C21582,FRIENDS OF GUY MARLETTE,County Legislator,County,Erie,5,Erie County
C84994,FRIENDS OF HANK PIROWSKI,City Council President,City,Lackawanna,N/A,Erie County
C00889,FRIENDS OF HOWARD CADMUS,Town Council,Town,Amherst,N/A,Erie County
C86483,FRIENDS OF IDREAS AJ AHMED,Council President,City,Lackawanna,N/A,Erie County
C34867,FRIENDS OF JACK B DALEY,Town Supervisor,Town,West Seneca,N/A,Erie County
C01821,FRIENDS OF JACKIE A SMILINICH,City Council,City,Tonawanda,N/A,Erie County
C06937,FRIENDS OF JACQUI BERGER,Councilman,Town,Amherst,N/A,Erie County
C33137,FRIENDS OF JAMES A.W. MCLEOD,City Court Judge,County,Erie,N/A,Erie County
C81215,FRIENDS OF JAMES BACH,Supervisor,Town,Aurora,N/A,Erie County
C03599,FRIENDS OF JAMES CAPPELLO,Highway Superintendent,Town,Amherst,N/A,Erie County
C02857,FRIENDS OF JAMES DUSSING,Highway Superintendent,Town,Clarence,N/A,Erie County
C39023,FRIENDS OF JAMES F. COLLINS,Town Council,Town,Aurora,N/A,Erie County
C06914,FRIENDS OF JASON KEDING,Supervisor,Town,Boston,N/A,Erie County
C56375,FRIENDS OF JAY R RALPH,Mayor,City,Tonawanda,N/A,Erie County
C04783,FRIENDS OF JEFF DEPASQUALE,Councilman,City,Lackawanna,4,Erie County
C09692,FRIENDS OF JEFF HARRINGTON,Town Justice,Town,West Seneca,N/A,Erie County
C10729,FRIENDS OF JEFF PIEKAREC,Town Council,Town,West Seneca,N/A,Erie County
C20529,FRIENDS OF JEFF SWIATEK,Councilman,Town,Cheektowaga,N/A,Erie County
C35353,FRIENDS OF JEFFREY MARION,Town Clerk,Town,Amherst,N/A,Erie County
C25881,FRIENDS OF JEMIOLO,Councilman,Town,Orchard Park,N/A,Erie County
C01891,FRIENDS OF JENNA KOCH,Common Council,City,Tonawanda,N/A,Erie County
C07475,FRIENDS OF JENNIFER BANEY,Town Council,Town,Grand Island,N/A,Erie County
C07678,FRIENDS OF JENNIFER LUCACHIK,Councilman,Town,Boston,N/A,Erie County
C00779,FRIENDS OF JENNIFER STERGION,County Legislator,County,Erie,3,Erie County
C04999,FRIENDS OF JENNIFER ZALENSKI-BLACKHALL,Councilman,Town,Cheektowaga,N/A,Erie County
C86083,FRIENDS OF JERRY KAMINSKI,Town Council,Town,Cheektowaga,N/A,Erie County
C04760,FRIENDS OF JERZY GALAZKA,Highway Superintendent,Town,Cheektowaga,N/A,Erie County
C09462,FRIENDS OF JESSICA KULPIT,Town Justice,Town,Lancaster,N/A,Erie County
C32648,FRIENDS OF JESSICA MAGLIETTO,City Council,City,Buffalo,N/A,Erie County
C35221,FRIENDS OF JIM,County Legislator,County,Erie,12,Erie County
C32688,FRIENDS OF JIM GRIFFIN,County Executive,County,Erie,N/A,Erie County
C26191,FRIENDS OF JIM KEANE,County Executive,County,Erie,N/A,Erie County
C34323,FRIENDS OF JIM PLUTA,Town Council,Town,Boston,N/A,Erie County
C22414,FRIENDS OF JIM ROGOWSKI,Town Council,Town,Cheektowaga,N/A,Erie County
C04803,FRIENDS OF JIM ROZANSKI,Common Council,City,Buffalo,N/A,Erie County
C09430,"FRIENDS OF JIM SPEYER, JR.",Town Justice,Town,Cheektowaga,N/A,Erie County
C22203,FRIENDS OF JOAN KESNER,Town Council,Town,Hamburg,N/A,Erie County
C05352,FRIENDS OF JOANNE CANNAVO,Supervisor,Town,Elma,N/A,Erie County
C04046,FRIENDS OF JOE BRAINARD,Town Council,Town,Lancaster,N/A,Erie County
C10514,FRIENDS OF JOE CANTAFIO,Town Council,Town,West Seneca,N/A,Erie County
C25768,FRIENDS OF JOE EMMINGER,Supervisor,Town,Tonawanda,N/A,Erie County
C02801,FRIENDS OF JOE JARZEMBEK,City Court Judge,City,Buffalo,N/A,Erie County
C86240,FRIENDS OF JOE LORIGO,County Legislator,County,Erie,10,Erie County
C82982,FRIENDS OF JOE LORIGO,Town Justice,Town,West Seneca,N/A,Erie County
C03415,FRIENDS OF JOE LUDWIG,Common Council,City,Buffalo,N/A,Erie County
C38750,FRIENDS OF JOE MORDINO,Town Justice,Town,Clarence,N/A,Erie County
C07596,FRIENDS OF JOE SPINO,Town Board,Town,Amherst,N/A,Erie County
C30791,FRIENDS OF JOEL FEROLETO,Legislative District,County,Erie,11,Erie County
C22250,FRIENDS OF JOEL GIAMBRA,N/A,County,Erie,N/A,Erie County
C04215,FRIENDS OF JOHANNA METZ COLEMAN,Supervisor,Town,Lancaster,N/A,Erie County
